AT1G33120.1;AT4G10450.1,3,65,0.002255284,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,28632,170379,308572,14001,8351,13923,12487,6124,3760,10797,10553,0.07,0.05,0.19149,0.18386,
AT3G60750.1;AT2G45290.1,3,120,0.002603876,| Symbols:  | Transketolase | chr3:22454004-22456824 FORWARD LENGTH=741,582731,1329708,1747722,473246,278828,655301,537624,183305,205627,320282,235446,0.4,0.19,0.15826,0.10081,
AT2G21170.1,3,235,0.003005807,"| Symbols: TIM, PDTPI | triosephosphate isomerase | chr2:9071047-9073106 REVERSE LENGTH=315",290854,486105,692297,1140172,895980,985579,1302550,476325,528705,566767,488545,2.21,1.05,0.01474,0.84849,
AT2G20270.1,3,87,0.004886737,| Symbols:  | Thioredoxin superfamily protein | chr2:8738001-8739617 REVERSE LENGTH=179,1448,21645,22178,28438,27599,20234,31980,163709,165112,124860,138120,1.79,9.8,0.21409,0.00012,
AT1G67090.1;AT1G67090.2,3,433,0.005316902,| Symbols: RBCS1A | ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180,16045091,15663885,14311713,14517584,14520198,12508586,27815516,2242810,6092063,7439586,6148113,1.13,0.36,0.61217,0.00115,
AT5G53490.1,3,98,0.005363146,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:21723488-21724621 REVERSE LENGTH=236,219441,159407,150818,264208,162467,363963,512296,443835,704233,709444,528309,1.84,3.38,0.13739,0.00521,
AT3G55800.1,3,99,0.011150341,| Symbols: SBPASE | sedoheptulose-bisphosphatase | chr3:20709640-20711421 FORWARD LENGTH=393,492656,635747,576854,976864,871141,817739,1339069,184008,307551,644044,422554,1.76,0.69,0.0287,0.16789,
AT1G19570.1;AT1G19550.1,3,263,0.0153858,"| Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213",231989,402185,758051,3316996,2383544,606768,3713220,422629,553477,699653,589102,5.4,1.22,0.05672,0.58711,
AT1G03475.1,3,139,0.017712432,"| Symbols: LIN2, HEMF1, ATCPO-I | Coproporphyrinogen III oxidase | chr1:869302-871175 REVERSE LENGTH=386",416051,445791,404015,331830,222548,596630,520594,152163,180250,276653,180081,0.99,0.47,0.9655,0.00152,
AT1G12080.1,3,144,0.018520098,| Symbols:  | Vacuolar calcium-binding protein-related | chr1:4084289-4084888 FORWARD LENGTH=104,291591,367900,286366,130926,93101,6396,12030,153768,232701,447770,309680,0.19,0.91,0.0015,0.6886,
AT3G45140.1,3,69,0.019366954,"| Symbols: LOX2, ATLOX2 | lipoxygenase 2 | chr3:16525437-16529233 FORWARD LENGTH=896",89596,102277,123485,199210,109364,346637,262030,104390,109011,97157,93431,2.18,0.96,0.08708,0.72529,
AT5G14780.1,3,146,0.019862262,| Symbols: FDH | formate dehydrogenase | chr5:4777043-4779190 FORWARD LENGTH=384,280544,820085,956284,201085,113477,444435,446434,79434,118082,198736,117677,0.44,0.19,0.19415,0.11205,
AT3G16640.1,3,163,0.020669672,| Symbols: TCTP | translationally controlled tumor protein | chr3:5669709-5670729 REVERSE LENGTH=168,490509,1001401,1441009,1487813,1161985,3157414,2222594,428608,615090,907533,680975,2.05,0.67,0.10865,0.36695,
AT2G24200.1;AT2G24200.3,3,165,0.023045731,| Symbols:  | Cytosol aminopeptidase family protein | chr2:10287017-10289450 REVERSE LENGTH=520,519163,773515,734269,353863,267901,691816,475643,272922,300518,380337,284663,0.66,0.46,0.11861,0.03418,
AT5G16970.1;AT1G26320.1;AT5G16980.1;AT5G16990.1,3,141,0.023591698,"| Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345",612195,445546,457084,336898,188786,902057,635945,119114,167603,246800,147535,1.02,0.34,0.9512,0.01117,
AT1G70890.1,3,168,0.034567185,| Symbols: MLP43 | MLP-like protein 43 | chr1:26725912-26726489 REVERSE LENGTH=158,160814,270540,290056,346459,196861,245167,413018,384147,460433,505621,429985,1.25,1.85,0.387,0.01637,
AT3G01480.1,3,110,0.036135392,"| Symbols: CYP38, ATCYP38 | cyclophilin 38 | chr3:188569-190674 FORWARD LENGTH=437",363607,266044,282109,366863,226402,267957,457909,106765,177966,258760,160818,1.09,0.58,0.68609,0.03362,
AT3G14067.1,3,214,0.03986654,| Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777,68204,110738,109622,200637,149520,145356,251656,85980,89839,181023,101479,1.94,1.19,0.0289,0.51889,
AT3G16420.1;AT3G16430.1,3,238,0.040119181,"| Symbols: PBP1, JAL30 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298",1029104,818457,820405,1095130,895647,890520,853249,650049,767000,828523,620721,1.05,0.81,0.64274,0.11602,
AT1G78380.1;AT1G78320.1,3,146,0.05595837,"| Symbols: ATGSTU19, GST8, GSTU19 | glutathione S-transferase TAU 19 | chr1:29486659-29487819 REVERSE LENGTH=219",5578868,4801038,5157624,2581443,1853391,4711949,3763326,1650381,2254946,4086457,2294831,0.62,0.5,0.04781,0.01038,
AT4G14880.1;AT3G22460.1,3,146,0.057295296,"| Symbols: OASA1, OLD3, CYTACS1 | O-acetylserine (thiol) lyase (OAS-TL) isoform A1 | chr4:8518209-8520050 REVERSE LENGTH=322",191414,276857,157716,87752,72961,197677,145874,186152,236036,211069,217998,0.6,1.02,0.13977,0.91941,
AT1G43670.1,3,245,0.096798694,| Symbols:  | Inositol monophosphatase family protein | chr1:16468184-16470347 FORWARD LENGTH=341,172071,132231,175596,188459,135774,482982,354282,229398,355059,615883,371384,1.82,2.46,0.19852,0.06133,
AT5G55730.1,3,198,0.099101413,| Symbols: FLA1 | FASCICLIN-like arabinogalactan 1 | chr5:22558375-22560392 REVERSE LENGTH=424,217696,302097,235464,205380,175933,55167,195600,217300,287845,375207,271841,0.63,1.14,0.08309,0.42309,
AT1G29660.1,3,128,0.1118657,| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10371955-10373624 FORWARD LENGTH=364,386311,216984,171686,240200,217578,90613,270073,61047,118753,168967,118189,0.79,0.45,0.52648,0.15198,
AT2G19940.1,3,105,0.130217452,"| Symbols:  | oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding | chr2:8613168-8615649 FORWARD LENGTH=401",238150,188749,232529,169243,119096,350672,273944,91388,115636,193801,128049,1.04,0.6,0.88515,0.02305,
AT1G47128.1,3,140,0.156115172,"| Symbols: RD21, RD21A | Granulin repeat cysteine protease family protein | chr1:17283139-17285609 REVERSE LENGTH=462",299118,395203,362651,334581,199126,263294,708312,564568,574543,540414,496058,1.07,1.54,0.84989,0.00675,
AT4G12730.1,3,229,0.158897191,| Symbols: FLA2 | FASCICLIN-like arabinogalactan 2 | chr4:7491598-7492809 REVERSE LENGTH=403,103054,192354,207576,117880,79718,78348,143971,109688,158140,155234,127824,0.63,0.82,0.18386,0.46157,
AT5G38430.1,3,302,0.247837489,| Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15384350-15385155 REVERSE LENGTH=181,275272,494501,312556,733290,893334,299591,1643205,148298,525144,471088,671205,2.47,1.26,0.15258,0.50594,
AT3G02730.1,3,90,0.730191768,"| Symbols: TRXF1, ATF1 | thioredoxin F-type 1 | chr3:588570-589591 REVERSE LENGTH=178",486440,415996,253020,288268,198213,681488,621660,424158,491841,583896,407625,1.16,1.24,0.67341,0.32687,
AT1G72150.1,2,115,2.30E-07,| Symbols: PATL1 | PATELLIN 1 | chr1:27148558-27150652 FORWARD LENGTH=573,909848,955351,1237236,73195,44016,84048,55738,56525,52554,76254,64864,0.06,0.06,0.01052,0.01077,
AT1G76180.1,2,78,6.62E-07,| Symbols: ERD14 | Dehydrin family protein | chr1:28587013-28587657 REVERSE LENGTH=185,2966421,3613824,2719410,249321,104103,169683,180783,116601,90386,56462,74136,0.06,0.03,0.00763,0.00762,
AT1G59870.1;AT1G15210.1,2,89,7.12E-07,"| Symbols: PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 | ABC-2 and Plant PDR ABC-type transporter family protein | chr1:22034661-22039844 FORWARD LENGTH=1469",216710,448806,614147,16014,5322,10330,12171,2609,2226,2953,3280,0.03,0.01,0.069,0.06667,
AT4G02530.1,2,139,8.47E-07,| Symbols:  | chloroplast thylakoid lumen protein | chr4:1112335-1114005 REVERSE LENGTH=216,30099,45412,27002,17600,27156,26027,38468,366195,594915,539305,404653,0.8,13.94,0.3897,0.00362,
AT1G22530.1,2,161,1.56E-06,| Symbols: PATL2 | PATELLIN 2 | chr1:7955773-7958326 REVERSE LENGTH=683,235082,363445,487272,17956,11370,13879,12379,21890,34428,42508,42122,0.04,0.1,0.04103,0.04569,
AT4G34050.1;AT4G34050.2,2,63,1.67E-06,| Symbols: CCoAOMT1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:16310844-16311973 FORWARD LENGTH=259,153296,163849,126065,556413,763595,539891,665868,443141,506427,551555,453894,4.27,3.31,0.00198,0.00022,
AT4G23670.1,2,47,1.91E-06,| Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr4:12332846-12333656 REVERSE LENGTH=151,6998,7535,5864,46885,56154,19107,33296,180456,212698,247326,181641,5.72,30.23,0.02841,0.00108,
AT3G53430.1;AT2G37190.1,2,65,2.72E-06,| Symbols:  | Ribosomal protein L11 family protein | chr3:19809895-19810395 REVERSE LENGTH=166,344891,270272,330639,21175,10583,29361,18113,25432,28189,35728,30185,0.06,0.09,0.00491,0.006,
AT1G78900.1,2,77,3.33E-06,| Symbols: VHA-A | vacuolar ATP synthase subunit A | chr1:29660463-29664575 FORWARD LENGTH=623,479097,1072489,1090390,65754,43230,88992,66740,50172,40412,41954,47554,0.08,0.05,0.05548,0.05318,
AT1G35720.1,2,74,3.89E-06,"| Symbols: ANNAT1, OXY5, ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317",648684,870515,1153772,135723,95987,221427,154400,46415,62118,66284,53541,0.17,0.06,0.03349,0.02928,
AT2G19760.1,2,103,4.32E-06,"| Symbols: PFN1, PRF1 | profilin 1 | chr2:8517074-8518067 REVERSE LENGTH=131",7177,10603,17159,71362,91937,44673,54522,184185,281670,274297,264754,5.63,21.57,0.01072,0.00159,
AT5G63860.1,2,116,4.41E-06,| Symbols: UVR8 | Regulator of chromosome condensation (RCC1) family protein | chr5:25554821-25558587 REVERSE LENGTH=440,516565,429607,433349,112087,104649,157462,122558,63497,74011,106960,82817,0.27,0.18,0.00266,0.00281,
AT5G49360.1,2,48,5.01E-06,"| Symbols: BXL1, ATBXL1 | beta-xylosidase 1 | chr5:20012179-20016659 REVERSE LENGTH=774",29237,71894,120108,2164,2226,3446,2079,1804,2023,1959,1402,0.03,0.02,0.11308,0.11131,
AT2G36460.1;AT2G36460.2;AT4G26530.1,2,166,6.94E-06,| Symbols:  | Aldolase superfamily protein | chr2:15296929-15298387 REVERSE LENGTH=358,3266441,2603414,1936158,489361,284330,666106,513658,155443,170912,242322,197542,0.19,0.07,0.02737,0.02422,
AT2G43510.1,2,90,7.22E-06,"| Symbols: ATTI1, TI1 | trypsin inhibitor protein 1 | chr2:18067211-18067620 FORWARD LENGTH=89",59637,72559,56564,139393,119347,65802,223879,968085,1223748,1133996,895324,2.18,16.77,0.10771,0.0009,
AT4G22670.1,2,58,8.66E-06,"| Symbols: AtHip1, HIP1, TPR11 | HSP70-interacting protein 1 | chr4:11918236-11920671 FORWARD LENGTH=441",645833,558624,348425,16144,7253,36460,11458,1521,469,2274,2519,0.03,0,0.02924,0.02804,
AT2G21660.1,2,126,8.74E-06,"| Symbols: ATGRP7, CCR2, GR-RBP7, GRP7 | cold, circadian rhythm, and rna binding 2 | chr2:9265477-9266316 REVERSE LENGTH=176",359084,298124,358982,73751,71444,49863,64459,12769,10768,31733,22023,0.19,0.06,0.00342,0.00267,
AT1G01090.1,2,63,8.78E-06,| Symbols: PDH-E1 ALPHA | pyruvate dehydrogenase E1 alpha | chr1:47705-49166 REVERSE LENGTH=428,69597,115143,146453,6037,2838,12139,10390,2031,1649,2027,2012,0.07,0.02,0.04313,0.0398,
AT4G03280.1,2,88,9.54E-06,"| Symbols: PETC, PGR1 | photosynthetic electron transfer C | chr4:1440314-1441717 FORWARD LENGTH=229",554,4617,702,2382,3337,2319,2421,167863,218090,120136,135997,1.34,81.99,0.67247,0.00512,
AT2G31610.1;AT3G53870.1,2,74,1.06E-05,| Symbols:  | Ribosomal protein S3 family protein | chr2:13450384-13451669 FORWARD LENGTH=250,641347,2116382,2899098,58636,34988,71155,48569,46727,52118,42440,53213,0.03,0.03,0.10946,0.109,
AT2G01140.1,2,108,1.13E-05,| Symbols:  | Aldolase superfamily protein | chr2:95006-96491 REVERSE LENGTH=391,200809,218179,198657,48214,21237,28037,54395,19919,14373,13142,11878,0.18,0.07,0.00001,0.00046,
AT2G18020.1,2,57,1.19E-05,| Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258,330026,717677,898038,33018,16793,46662,31381,16313,12303,28819,14997,0.05,0.03,0.06638,0.06387,
AT1G30690.1,2,80,1.20E-05,| Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:10888284-10890085 FORWARD LENGTH=540,349491,286226,255220,12306,5133,13528,10791,261,1323,2617,1153,0.04,0,0.00901,0.00867,
AT1G22450.1,2,99,1.35E-05,"| Symbols: COX6B, ATCOX6B2 | cytochrome C oxidase 6B | chr1:7925447-7926918 FORWARD LENGTH=191",181677,486705,298838,25928,13839,14856,15618,7417,16312,19589,11527,0.05,0.04,0.0753,0.07364,
AT4G02450.1,2,63,1.68E-05,| Symbols:  | HSP20-like chaperones superfamily protein | chr4:1073987-1075765 REVERSE LENGTH=241,12470,28774,19384,141504,152595,121800,190467,109012,147187,191343,133878,7.5,7.19,0.00153,0.00379,
AT2G42910.1,2,35,1.97E-05,| Symbols:  | Phosphoribosyltransferase family protein | chr2:17856396-17858394 FORWARD LENGTH=337,250217,286506,307328,30853,19729,75473,44248,5517,4718,13671,7319,0.15,0.03,0.00035,0.00331,
AT4G02520.1;AT2G02930.1,2,90,3.16E-05,"| Symbols: ATGSTF2, ATPM24.1, ATPM24, GST2, GSTF2 | glutathione S-transferase PHI 2 | chr4:1110673-1111531 REVERSE LENGTH=212",21352,59488,123277,3926,1098,4483,3990,187194,270483,168087,196091,0.05,3.02,0.16156,0.02057,SABP
AT2G29450.1,2,123,3.69E-05,"| Symbols: ATGSTU5, ATGSTU1, AT103-1A, GSTU5 | glutathione S-transferase tau  5 | chr2:12624774-12625566 REVERSE LENGTH=224",20052,22532,21473,82218,83548,48575,68052,88208,123935,183925,134997,3.31,6.22,0.00875,0.01098,
AT1G76100.1,2,88,4.17E-05,| Symbols: PETE1 | plastocyanin 1 | chr1:28554217-28554732 REVERSE LENGTH=171,290034,430680,438482,919405,1432169,453494,662777,3538542,4192279,4655317,3368489,2.24,10.19,0.10481,0.00103,
AT2G22170.1;AT4G39730.1,2,77,4.25E-05,"| Symbols:  | Lipase/lipooxygenase, PLAT/LH2 family protein | chr2:9427010-9427742 REVERSE LENGTH=183",202589,495034,546370,49437,30944,57509,53379,14185,6965,23103,18079,0.12,0.04,0.07521,0.06489,
AT1G30230.1;AT2G18110.1,2,103,4.67E-05,"| Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640515 FORWARD LENGTH=231",197078,283499,248597,48528,32773,33350,30748,43578,67157,97764,50266,0.15,0.27,0.01268,0.00828,
AT1G20440.1,2,177,4.78E-05,"| Symbols: COR47, RD17, AtCOR47 | cold-regulated 47 | chr1:7084722-7085664 REVERSE LENGTH=265",6124977,5057835,3561941,2749325,1737127,1987900,2502039,448116,652554,1038698,611785,0.46,0.14,0.05833,0.02678,
AT5G43060.1,2,104,4.86E-05,| Symbols:  | Granulin repeat cysteine protease family protein | chr5:17269784-17272117 REVERSE LENGTH=463,135944,112464,103234,30859,21182,66081,46802,3066,4793,10422,5892,0.35,0.05,0.00306,0.00647,
AT1G77490.1,2,57,5.05E-05,| Symbols: TAPX | thylakoidal ascorbate peroxidase | chr1:29117688-29120046 FORWARD LENGTH=426,705,431,438,27510,16934,21141,89811,3227,6745,11233,8277,74.06,14.05,0.11118,0.02589,
AT1G55480.1,2,102,5.27E-05,"| Symbols: ZKT | protein containing PDZ domain, a K-box domain, and a TPR region | chr1:20713822-20715351 FORWARD LENGTH=335",32402,50604,73706,79263,196120,68169,134487,537595,631961,743182,562245,2.29,11.84,0.10264,0.00069,
AT1G11840.1,2,56,5.29E-05,"| Symbols: ATGLX1, GLX1 | glyoxalase I homolog | chr1:3996045-3997518 FORWARD LENGTH=283",774317,706917,545134,389645,290536,613483,568820,50926,69267,128452,86793,0.69,0.12,0.09485,0.00965,
AT3G57260.1,2,128,6.46E-05,"| Symbols: BGL2, PR2, BG2, PR-2 | beta-1,3-glucanase 2 | chr3:21188709-21189822 REVERSE LENGTH=339",66130,92989,75489,193771,162756,299465,217368,39665,64407,60086,54737,2.79,0.7,0.01416,0.07357,
AT2G20610.1;AT2G20610.2,2,40,6.64E-05,"| Symbols: SUR1, HLS3, RTY, ALF1, RTY1 | Tyrosine transaminase family protein | chr2:8878150-8880298 REVERSE LENGTH=462",37438,83377,108512,1930,2301,6933,5332,968,2016,2767,942,0.05,0.02,0.07326,0.06941,
AT3G16450.1,2,69,7.42E-05,| Symbols:  | Mannose-binding lectin superfamily protein | chr3:5588593-5589792 FORWARD LENGTH=300,88627,107491,85457,47844,29598,63610,40090,1890,5369,8006,7829,0.48,0.06,0.00483,0.00456,
AT1G55260.1,2,98,7.47E-05,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr1:20614663-20616158 FORWARD LENGTH=227,23773,15084,22336,82567,45212,75255,144255,174431,217952,202018,153177,4.26,9.16,0.04825,0.00106,CS866084
AT2G47470.1,2,71,7.88E-05,"| Symbols: ATPDIL2-1, UNE5, MEE30, PDI11, ATPDI11 | thioredoxin family protein | chr2:19481503-19483683 FORWARD LENGTH=361",66056,56241,39643,47024,59882,23733,33224,192464,232268,222249,191326,0.76,3.88,0.29335,0.00007,
AT3G12390.1,2,92,8.12E-05,"| Symbols:  | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr3:3942344-3943595 FORWARD LENGTH=203",793482,554400,430463,150993,74857,278588,202532,13369,21659,43938,27578,0.3,0.04,0.04414,0.03323,
AT1G13440.1,2,148,8.88E-05,"| Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=338",282821,248930,239622,20169,24058,5000,10680,52015,69006,94442,73566,0.06,0.28,0.00125,0.00048,
AT1G08830.1;AT5G18100.1,2,109,9.27E-05,| Symbols: CSD1 | copper/zinc superoxide dismutase 1 | chr1:2827700-2829053 FORWARD LENGTH=152,45727,63660,89579,38125,44015,19702,35265,191670,177516,272897,176529,0.52,3.09,0.11278,0.00452,
AT4G35830.1,2,59,0.000107292,| Symbols: ACO1 | aconitase 1 | chr4:16973007-16977949 REVERSE LENGTH=898,231390,307200,405819,36523,14533,123535,75600,6829,4951,8259,6771,0.2,0.02,0.02181,0.02581,
AT3G59970.1;AT2G44160.1,2,73,0.000121962,| Symbols: MTHFR1 | methylenetetrahydrofolate reductase 1 | chr3:22151303-22153412 FORWARD LENGTH=421,172526,335675,337867,59196,33915,104504,92706,5946,16138,20922,9951,0.26,0.05,0.05217,0.03865,
AT4G12910.1,2,68,0.000131746,| Symbols: scpl20 | serine carboxypeptidase-like 20 | chr4:7550576-7553051 REVERSE LENGTH=497,190456,251956,340563,327521,245059,744125,467869,62927,62691,72352,57376,1.71,0.24,0.19332,0.04488,
AT3G08530.1,2,34,0.00014803,"| Symbols:  | Clathrin, heavy chain | chr3:2587171-2595411 REVERSE LENGTH=1703",104367,227640,368551,37749,22856,44122,31921,19755,20297,29280,20307,0.15,0.1,0.12011,0.10949,
AT2G28190.1,2,198,0.000178307,"| Symbols: CSD2, CZSOD2 | copper/zinc superoxide dismutase 2 | chr2:12014548-12016303 FORWARD LENGTH=216",7979,18302,17561,9201,8331,1808,8010,106893,93663,192911,112519,0.47,8.66,0.12736,0.01453,
AT1G52360.1;AT3G15980.1,2,52,0.000178562,"| Symbols:  | Coatomer, beta' subunit | chr1:19499282-19505397 FORWARD LENGTH=926",12348,47610,55646,2872,2441,2700,2447,2867,4958,4298,4013,0.07,0.1,0.11406,0.1218,
AT4G10300.1,2,174,0.000188869,| Symbols:  | RmlC-like cupins superfamily protein | chr4:6384564-6385946 FORWARD LENGTH=134,18019,7000,2417,84396,187656,33399,41903,304712,508445,589068,515265,9.5,52.42,0.11487,0.0044,
AT5G23820.1,2,53,0.000205602,| Symbols:  | MD-2-related lipid recognition domain-containing protein | chr5:8031386-8032809 FORWARD LENGTH=164,4687249,3254020,2238822,1074293,932267,2268017,1410943,501612,504470,625307,513438,0.42,0.16,0.09199,0.05636,
AT5G20500.1,2,136,0.000286983,| Symbols:  | Glutaredoxin family protein | chr5:6938652-6939665 FORWARD LENGTH=135,19195,12502,7037,40905,38729,22600,35588,56529,94195,86977,72000,2.67,6,0.01048,0.00212,
AT5G20720.1,2,115,0.000299048,"| Symbols: CPN20, CPN10, CHCPN10, ATCPN21, CPN21 | chaperonin 20 | chr5:7015015-7016354 FORWARD LENGTH=253",55346,54180,81482,114387,98011,187467,137540,188079,233330,263406,199678,2.11,3.47,0.02866,0.00082,
AT3G58610.1,2,50,0.000299555,| Symbols:  | ketol-acid reductoisomerase | chr3:21671561-21674639 FORWARD LENGTH=591,24866,74750,92913,26835,19836,19281,32989,4543,6348,8101,4787,0.39,0.09,0.18942,0.1032,
AT3G62410.1,2,90,0.000302963,"| Symbols: CP12-2, CP12 | CP12 domain-containing protein 2 | chr3:23091006-23091401 FORWARD LENGTH=131",939217,806288,508094,804585,397062,716191,699817,141920,210121,219774,197806,0.87,0.26,0.5686,0.04598,
AT2G30970.1,2,83,0.000341345,| Symbols: ASP1 | aspartate aminotransferase 1 | chr2:13179012-13181686 FORWARD LENGTH=430,75688,220271,289765,21477,7551,33961,25885,10831,7535,10308,8327,0.11,0.05,0.11,0.09826,
AT2G22795.1,2,69,0.0003578,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 4382,61463,53661,53907,10,5,42,292,0,0,100,0,0,0,0.00205,0.00206,
AT3G05560.1;AT5G27770.1,2,73,0.000363306,| Symbols:  | Ribosomal L22e protein family | chr3:1614641-1615204 FORWARD LENGTH=124,208755,384112,460244,53030,36427,104836,94940,51371,47464,43357,54291,0.21,0.14,0.05841,0.05564,
AT3G55330.1,2,76,0.000411105,| Symbols: PPL1 | PsbP-like protein 1 | chr3:20514031-20515275 REVERSE LENGTH=230,14221,3833,6136,32815,25448,22632,36388,39813,56227,82034,59151,3.64,7.36,0.00563,0.00628,
AT3G28270.1,2,102,0.000415883,| Symbols:  | Protein of unknown function (DUF677) | chr3:10538725-10539849 FORWARD LENGTH=374,632,4772,5168,52794,28703,115630,73172,1017,1257,3920,1723,19.18,0.56,0.03966,0.4078,
AT5G20010.1;AT5G20020.1,2,47,0.000438439,"| Symbols: RAN-1, RAN1, ATRAN1 | RAS-related nuclear protein-1 | chr5:6760364-6761747 FORWARD LENGTH=221",224134,545164,799130,133591,69463,433804,213091,25014,25743,24697,25482,0.41,0.05,0.19356,0.09597,
AT3G03250.1,2,145,0.000442489,"| Symbols: UGP, UGP1, AtUGP1 | UDP-GLUCOSE PYROPHOSPHORYLASE 1 | chr3:749761-754014 REVERSE LENGTH=469",1252433,1038273,886536,404225,275302,1010727,613757,146726,166802,191312,165232,0.54,0.16,0.0559,0.01337,
AT2G47730.1,2,32,0.000463151,"| Symbols: ATGSTF8, ATGSTF5, GST6, GSTF8 | glutathione S-transferase phi 8 | chr2:19558213-19559266 FORWARD LENGTH=263",68233,159795,146871,22710,26572,13955,16632,40379,62512,89331,70801,0.16,0.53,0.0655,0.16395,SABP
AT4G30530.1,2,41,0.000497048,| Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr4:14920605-14922286 FORWARD LENGTH=250,159093,248216,304156,138409,71341,207078,118275,40517,41920,53493,44250,0.56,0.19,0.11735,0.0445,
AT5G17310.2;AT5G17310.1,2,178,0.000514805,| Symbols: UGP2 | UDP-glucose pyrophosphorylase 2 | chr5:5696955-5700845 REVERSE LENGTH=470,1427391,1060955,756739,366788,279118,1269399,695707,52946,86255,152823,82960,0.6,0.09,0.20773,0.03509,
AT5G66570.1,2,274,0.000607963,"| Symbols: PSBO-1, OEE1, OEE33, OE33, PSBO1, MSP-1 | PS II oxygen-evolving complex 1 | chr5:26568744-26570124 FORWARD LENGTH=332",30439,20196,26556,27851,9790,7910,42451,157146,199617,222137,132042,0.86,6.91,0.6914,0.00442,
AT1G69740.1,2,86,0.000678157,| Symbols: HEMB1 | Aldolase superfamily protein | chr1:26232197-26234713 FORWARD LENGTH=430,6278,2819,5822,42717,36801,7597,30950,56399,63191,96927,76662,5.94,14.74,0.04824,0.00428,
AT1G54270.1,2,85,0.000688651,| Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412,45304,221847,325403,22038,17410,11305,16575,9665,9036,13510,11722,0.09,0.06,0.15763,0.15005,
AT2G45470.1;AT3G60900.1,2,51,0.00069433,"| Symbols: FLA8, AGP8 | FASCICLIN-like arabinogalactan protein 8 | chr2:18742797-18744059 REVERSE LENGTH=420",3211597,3765649,4092868,1461666,1224764,874756,1683338,1120512,990408,1681839,1551266,0.36,0.36,0.00209,0.00233,
AT1G67280.1,2,80,0.000763025,| Symbols:  | Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein | chr1:25188563-25190547 REVERSE LENGTH=350,455393,436014,268627,374192,281611,697792,614934,130271,133152,138147,111249,1.27,0.33,0.40287,0.04755,
AT1G52410.1,2,131,0.000898676,| Symbols: TSA1 | TSK-associating protein 1 | chr1:19520762-19525361 FORWARD LENGTH=755,226823,220368,227162,468,140,6005,2352,4985,528,225,1261,0.01,0.01,0,0,
AT3G23600.1,2,50,0.001009192,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:8473833-8475655 FORWARD LENGTH=239,1645600,1067634,878338,370072,250304,483997,497170,410979,408309,416223,467676,0.33,0.36,0.06679,0.07849,
AT5G65010.1;AT5G10240.1,2,41,0.001078161,| Symbols: ASN2 | asparagine synthetase 2 | chr5:25969224-25972278 FORWARD LENGTH=578,134805,516296,721446,46681,49123,30200,32911,111323,100233,63745,84196,0.09,0.2,0.13554,0.16538,
AT1G23190.1,2,105,0.001332303,| Symbols: PGM3 | Phosphoglucomutase/phosphomannomutase family protein | chr1:8219946-8224186 FORWARD LENGTH=583,59329,122309,185328,52733,26818,110448,33524,9489,13139,17589,9926,0.46,0.1,0.20131,0.09408,
AT4G09320.1,2,125,0.001496729,| Symbols: NDPK1 | Nucleoside diphosphate kinase family protein | chr4:5923424-5924366 FORWARD LENGTH=169,1335531,1426815,837758,503773,311618,1319957,955088,83882,136331,261737,148466,0.64,0.13,0.2025,0.02551,
